quote,author,book
"The medical research community came to recognize that insulin resistance and a condition now known as metabolic syndrome is a major, if not the major, risk factor for heart disease and diabetes. Before we get either heart disease or diabetes, we first manifest metabolic syndrome. The CDC now estimates that some seventy-five million adult Americans have metabolic syndrome. The very first symptom or diagnostic criterion that doctors are told to look for in diagnosing metabolic syndrome is an expanding waistline. This means that if youre overweight or obeseas two-thirds of American adults aretheres a good chance that you have metabolic syndrome; it also means that your blood pressure is likely to be elevated, and youre glucose-intolerant and thus on the way to becoming diabetic. This is why youre more likely to have a heart attack than a lean individualalthough lean individuals can also have metabolic syndrome, and those who do are more likely to have heart disease and diabetes than lean individuals without it. Metabolic syndrome ties together a host of disorders that the medical community typically thought of as unrelated, or at least having separate and distinct causesgetting fatter (obesity), high blood pressure (hypertension), high triglycerides, low HDL cholesterol (dyslipidemia), heart disease (atherosclerosis), high blood sugar (diabetes), and inflammation (pick your disease)as products of insulin resistance and high circulating insulin levels (hyperinsulinemia). Its a kind of homeostatic disruption in which regulatory systems throughout the body are misbehaving with slow, chronic, pathological consequences everywhere.
","Gary Taubes,
",The Case Against Sugar
"By sweetening with sugar, as an essay in The New York Times observed in 1884, we can give a false palatableness to even the most indigestible rubbish.
","Gary Taubes,
",The Case Against Sugar
"Metabolic syndrome changes the vocabulary that physicians use when they discuss a patients risk of heart disease. High cholesterol isnt among the cluster of metabolic abnormalities, nor is elevated LDL cholesterol, the bad cholesterol. Rather, the key factors are high triglycerides, low HDL cholesterol, high blood pressure, overweight, glucose intolerance, and, more than anything, the condition of being insulin-resistant and thus oversecreting insulin, day in and day out. All of these abnormalities happen to be related to the carbohydrate content of the diet, not to the fat content.
","Gary Taubes,
",The Case Against Sugar
"As late as 1900, only a single medical school in the United StatesJohns Hopkinsrequired that applicants have a college degree. Many
","Gary Taubes,
",The Case Against Sugar
"this salt/hypertension hypothesis has resolutely resisted confirmation in clinical trials. For those not hopelessly wedded to the hypothesis, it has become increasingly difficult to believe that consuming too much salt is why we become hypertensive and why our blood pressure rises inexorably with age. Systematic reviews of the evidence from these trials invariably conclude that reducing our average salt intake by half, for instance, which is difficult to accomplish in the real world, will decrease blood pressure by 4 to 5 mm Hg mercury, on average, in those with hypertension, and perhaps 2 mm Hg in those without (known as normotensives). But even stage 1 hypertension, the less severe form of the condition, is defined by having a blood pressure elevated by at least 20 mm Hg over whats considered healthy. Stage 2 is defined as blood pressure elevated by at least 40 mm Hg over healthy levels. Hence, the fact that halving our salt consumption will result in a decrease of only 4 to 5 mm Hg suggests that the salt we eat is not the primary dietary driver of this disorder.
","Gary Taubes,
",The Case Against Sugar
"diets. The effects may take several months to appear if the animals are fed something closer to what humans in America actually consumearound 20 percent of the calories in their diet. Stop feeding them the sugar, in either case, and the fatty liver goes away, and with it the insulin resistance.
","Gary Taubes,
",The Case Against Sugar
"Canned breakfast juices had first appeared during Prohibition, motivated by grape growers who could no longer sell their products as wine, and by orange growers in California and Florida burdened with surplus oranges during years of glut.
","Gary Taubes,
",The Case Against Sugar
"But if sugar actually causes insulin resistanceas the biochemistry and the animal experiments suggestthen it also is the very likely trigger of excess fat accumulation and thus obesity. Remove the sugar, and the insulin resistance improves and weight is lost, not because the subjects ate less, which they may have, but because their insulin resistance resolved.
","Gary Taubes,
",The Case Against Sugar
"In the 1980s, Lewis Landsberg, a Harvard endocrinologist who would later become dean of the Northwestern University School of Medicine, discovered yet another mechanism by which insulin works to increase blood pressure and perhaps induce hypertensionin this case, by stimulating the central nervous system. Landsbergs revelation has since been integrated into established thinking as an explanation for why the obese are hypertensive: theyre insulin-resistant, with chronically elevated levels of insulin, which in turn stimulates the nervous system, increasing heart rate, constricting blood vessels, and chronically elevating blood pressure. Since the obese seem to have increased sympathetic nervous activity, it makes perfect sense.
","Gary Taubes,
",The Case Against Sugar
"disseminated
","Gary Taubes,
",The Case Against Sugar
"Johnsons research suggests that elevated levels of uric acid (at least in laboratory animals) leads to mild kidney damage and accelerates the process of kidney disease thats already established. The uric acid appears to cause the blood vessels in the kidneys to constrict and increases the blood pressure in the small capillaries (known as glomeruli) through which the kidneys filter waste products from the blood.
","Gary Taubes,
",The Case Against Sugar
"But salt sensitivity also seems to be associated with insulin resistance and metabolic syndrome. Salt-sensitive hypertension, for instance, can be caused in rats merely by damaging the capillaries of the kidney in the same way that high levels of uric acid do. These observations and others have led researchers to suggest that salt sensitivity is caused by insulin resistance. If so, then telling people with or without salt-sensitive hypertension to eat less salt might ameliorate one of the symptoms of insulin resistance and metabolic syndromethe hypertension. They would be better served by being told to avoid whatever was causing the insulin resistance and metabolic syndrome in the first placei.e., sugar. That would take care of the root cause of the disorder, not just one of the symptoms.
","Gary Taubes,
",The Case Against Sugar
"These early Hindu physicians, after all, were linking diabetes to carbohydrate consumption and sugar more than a millennium before the invention of organic chemistry and its revelations that sugar, rice, and flour were carbohydrates and that carbohydrate in digestion is converted into the sugar which appears in the urine.
","Gary Taubes,
",The Case Against Sugar
"Cleave believed that the refining of the sugar and flour allowed both to be easily overconsumed. Compare the teaspoonful of sugar in a single apple, Cleave suggested, with the amount of sugar commonly taken in liquid beverages. A person can take down teaspoonfuls of sugar fast enough, whether in tea or any other vehicle, but he will soon slow up on the equivalent number of apples, Cleave wrote. The argument can be extended to contrasting the 5 oz. of sugar consumed, on the average, per head per day [in the United Kingdom] with up to a score of average-sized apples.Who would consume that quantity daily of the natural food? Or if he did, what else would he be eating? What
","Gary Taubes,
",The Case Against Sugar
"The more we use these substances, the less dopamine we produce naturally in the brain, and the more habituated our brain cells become to the dopamine that is producedthe number of dopamine receptors declines. The
","Gary Taubes,
",The Case Against Sugar
"Joslin was the first of the many influential medical authorities who literally didnt know what they were talking about when talking about sugar; his beliefs and his ultimately successful defense of sugar in the diet would be based largely on this misconception.
","Gary Taubes,
",The Case Against Sugar
"The primary reason diseases tend to run in families may be that diets tend to run in families.
","Michael Greger,
",How Not to Die: Discover the Foods Scientifically Proven to Prevent and Reverse Disease
"With no serious downsides, a one-in-three potential benefit for end-stage cancer seems like it would spark further research, right? But whos going to pay for a study of something that cant be patented?
","Michael Greger,
",How Not to Die: Discover the Foods Scientifically Proven to Prevent and Reverse Disease
"This was my wake-up call. I opened my eyes to the depressing fact that there are other forces at work in medicine besides science. The U.S. health care system runs on a fee-for-service model in which doctors get paid for the pills and procedures they prescribe, rewarding quantity over quality. We dont get reimbursed for time spent counseling our patients about the benefits of healthy eating. If doctors were instead paid for performance, there would be a financial incentive to treat the lifestyle causes of disease. Until the model of reimbursement changes, I dont expect great changes in medical care or medical education.5
","Michael Greger,
",How Not to Die: Discover the Foods Scientifically Proven to Prevent and Reverse Disease
"For disease prevention, berries of all colors have emerged as champions, according to the head of the Bioactive Botanical Research Laboratory.39 The purported anticancer properties of berry compounds have been attributed to their apparent ability to counteract, reduce, and repair damage resulting from oxidative stress and inflammation.40 But it wasnt known until recently that berries may also boost your levels of natural killer cells.
","Michael Greger,
",How Not to Die: Discover the Foods Scientifically Proven to Prevent and Reverse Disease
"the top reason doctors give for not counseling patients with high cholesterol to eat healthier is that they think patients may fear privations related to dietary advice.65 In other words, doctors perceive that patients would feel deprived of all the junk theyre eating. Can you imagine a doctor saying, Yeah, Id like to tell my patients to stop smoking, but I know how much they love it?
","Michael Greger,
",How Not to Die: Discover the Foods Scientifically Proven to Prevent and Reverse Disease
"Back in 1903, Thomas Edison predicted that the doctor of the future will give no medicine, but will instruct his patient in the care of [the] human frame in diet and in the cause and prevention of diseases.
","Michael Greger,
",How Not to Die: Discover the Foods Scientifically Proven to Prevent and Reverse Disease
"The best way to minimize your exposure to industrial toxins may be to eat as low as possible on the food chain, a plant-based diet.
","Michael Greger,
",How Not to Die: Discover the Foods Scientifically Proven to Prevent and Reverse Disease
"Excess cholesterol in the blood can lead to excess cholesterol in the brain, which may then help trigger the clumping of amyloid seen in Alzheimers brains. Under an electron microscope, we can see the clustering of amyloid fibers on and around tiny crystals of cholesterol.
","Michael Greger,
",How Not to Die: Discover the Foods Scientifically Proven to Prevent and Reverse Disease
"Fighting the Blues with Greens Heres a statistic you probably havent heard: Higher consumption of vegetables may cut the odds of developing depression by as much as 62 percent.26 A review in the journal Nutritional Neuroscience concluded that, in general, eating lots of fruits and veggies may present a non-invasive, natural, and inexpensive therapeutic means to support a healthy brain.
","Michael Greger,
",How Not to Die: Discover the Foods Scientifically Proven to Prevent and Reverse Disease
"Dr. Margaret Chan, Director-General of the World Health Organization, recently warned that we may be facing a future in which many of our miracle drugs no longer work. She stated, A post-antibiotic era means, in effect, an end to modern medicine as we know it. Things as common as strep throat or a childs scratched knee could once again kill.147 We may soon be past the age of miracles. The director-generals prescription to avoid this catastrophe included a global call to restrict the use of antibiotics in food production to therapeutic purposes. In other words, only use antibiotics in agriculture to treat sick animals. But that isnt happening. In the United States, meat producers feed millions of pounds of antibiotics each year to farm animals just to promote growth or prevent disease in the often cramped, stressful, and unhygienic conditions of industrial animal agriculture. Yes, physicians overprescribe antibiotics as well, but the FDA estimates that 80 percent of the antimicrobial drugs sold in the United States every year now go to the meat industry.
","Michael Greger,
",How Not to Die: Discover the Foods Scientifically Proven to Prevent and Reverse Disease
"To become virtually heart-attack proof, you need to get your LDL cholesterol at least under 70 mg/dL.
","Michael Greger,
",How Not to Die: Discover the Foods Scientifically Proven to Prevent and Reverse Disease
"Migraines are described as one of the most common pain syndromes, affecting as much as 12 percent of the population.63 Thats common? How about menstrual cramps, which plague up to 90 percent of younger women?64 Can ginger help? Even just one-eighth of a teaspoon of ginger powder three times a day dropped pain from an eight to a six on a scale of one to ten, and down further to a three in the second month.65 And these women hadnt been taking ginger all month; they started the day before their periods began, suggesting that even if it doesnt seem to help much the first month, women should try sticking with it. What about the duration of pain? A quarter teaspoon of ginger powder three times a day was found to not only drop the severity of menstrual pain from about seven down to five but decrease the duration from a total of nineteen hours in pain down to about fifteen hours,66 significantly better than the placebo, which were capsules filled with powdered toast. But women dont take bread crumbs for their cramps. How does ginger compare to ibuprofen? Researchers pitted one-eighth of a teaspoon of powdered ginger head-to-head against 400 mg of ibuprofen, and the ginger worked just as effectively as this leading drug.67 Unlike the drug, ginger can also reduce the amount of menstrual bleeding, from around a half cup per period down to a quarter cup.68 Whats more, ginger intake of one-eighth of a teaspoon twice daily started a week before your period can yield a significant drop in premenstrual mood, physical, and behavioral symptoms.69 I like sprinkling powdered ginger on sweet potatoes or using it fresh to make lemon-ginger apple chews as an antinausea remedy. (Ever since I was a little kid, Ive suffered from motion sickness.) There is an array of powerful antinausea
","Michael Greger,
",How Not to Die: Discover the Foods Scientifically Proven to Prevent and Reverse Disease
"In one study, researchers asked athletes to eat about a cup and a half of blueberries every day for six weeks to see if the berries could reduce the oxidative stress caused by long-distance running.42 The blueberries succeeded, unsurprisingly, but a more important finding was their effect on natural killer cells. Normally, these cells decrease in number after a bout of prolonged endurance exercise, dropping by half to about one billion. But the athletes consuming blueberries actually doubled their killer cell counts, to more than four billion.
","Michael Greger,
",How Not to Die: Discover the Foods Scientifically Proven to Prevent and Reverse Disease
"The researchers tried a clever tactic to overcome this problem. They created a number of recipes for common foods including muffins and pasta in which they could disguise placebo ingredients like bran and molasses to match the texture and color of the flax-laden foods. This way, they could randomize people into two groups and secretly introduce tablespoons of daily ground flaxseeds into the diets of half the participants to see if it made any difference. After six months, those who ate the placebo foods started out hypertensive and stayed hypertensive, despite the fact that many of them were on a variety of blood pressure pills. On average, they started the study at 155/81 and ended it at 158/81. What about the hypertensives who were unknowingly eating flaxseeds every day? Their blood pressure dropped from 158/82 down to 143/75. A seven-point drop in diastolic blood pressure may not sound like a lot, but that would be expected to result in 46 percent fewer strokes and 29 percent less heart disease over time.125 How does that result compare with taking drugs? The flaxseeds managed to drop subjects systolic and diastolic blood pressure by up to fifteen and seven points, respectively. Compare that result to the effect of powerful antihypertensive drugs, such as calcium-channel blockers (for example, Norvasc, Cardizem, Procardia), which have been found to reduce blood pressure by only eight and three points, respectively, or to ACE inhibitors (such as Vasotec, Lotensin, Zestril, Altace), which drop patients blood pressure by only five and two points, respectively.126 Ground flaxseeds may work two to three times better than these medicines, and they have only good side effects. In addition to their anticancer properties, flaxseeds have been demonstrated in clinical studies to help control cholesterol, triglyceride, and blood sugar levels; reduce inflammation, and successfully treat constipation.127 Hibiscus Tea for Hypertension Hibiscus tea, derived from the flower of the same name, is also known as roselle, sorrel, jamaica, or sour tea. With
","Michael Greger,
",How Not to Die: Discover the Foods Scientifically Proven to Prevent and Reverse Disease
"profession? A report by the Institute of Medicine on medical training concluded that the fundamental approach to medical education has not changed since 1910.127
","Michael Greger,
",How Not to Die: Discover the Foods Scientifically Proven to Prevent and Reverse Disease
"Even just living next to a restaurant may pose a health hazard. Scientists estimated the lifetime cancer risk among those residing near the exhaust outlets at Chinese restaurants, American restaurants, and barbecue joints. While exposure to fumes from all three types of restaurants resulted in exposure to unsafe levels of PAHs, the Chinese restaurants proved to be the worst. This is thought to be due to the amount of fish being cooked,28 as the fumes from pan-fried fish have been found to contain high levels of PAHs capable of damaging the DNA of human lung cells.29 Given the excess cancer risk, the researchers concluded that it wouldnt be safe to live near the exhaust of a Chinese restaurant for more than a day or two a month.
","Michael Greger,
",How Not to Die: Discover the Foods Scientifically Proven to Prevent and Reverse Disease
"The egg industry itself funded research on Salmonella and the various ways to cook eggs. What did they find? Salmonella in eggs can survive scrambled, over-easy, and sunny-side-up cooking methods. Sunny side up was found to be the riskiest. The industry-funded researchers bluntly concluded: The sunny-side-up method should be considered unsafe.84 In other words, even the egg industry itself knows that its product, prepared in a manner that millions of Americans eat on any given day all across the country, is unsafe.
","Michael Greger,
",How Not to Die: Discover the Foods Scientifically Proven to Prevent and Reverse Disease
"In a meat industry trade publication, an Alabama poultry science professor explained why we dont have such a heavy-handed policy: The American consumer is not going to pay that much. Its as simple as that. If the industry had to pay to make it safer, the price would go up. The fact, he said, is that its too expensive not to sell salmonella-positive chicken.99
","Michael Greger,
",How Not to Die: Discover the Foods Scientifically Proven to Prevent and Reverse Disease
"While the pathology of stroke and Alzheimers are different, one key factor unites them: Mounting evidence suggests that a healthy diet may help prevent them both.
","Michael Greger,
",How Not to Die: Discover the Foods Scientifically Proven to Prevent and Reverse Disease
"With diets Westernizing globally, Alzheimers rates are expected to continue to increase, writes one researcher in the Journal of Alzheimers Disease, unless dietary patterns change to those with less reliance on animal products.
","Michael Greger,
",How Not to Die: Discover the Foods Scientifically Proven to Prevent and Reverse Disease
"The American Dietetic Association (ADA), which produces a series of nutrition fact sheets with guidelines on maintaining a healthy diet, also has its own corporate ties. Who writes these fact sheets? Food industry sources pay the ADA $20,000 per fact sheet to explicitly take part in the drafting process. So we can learn about eggs from the American Egg Board and about the benefits of chewing gum from the Wrigley Science Institute.63
","Michael Greger,
",How Not to Die: Discover the Foods Scientifically Proven to Prevent and Reverse Disease
"Kidney Stones Eating a plant-based diet to alkalinize your urine may also help prevent and treat kidney stonesthose hard mineral deposits that can form in your kidneys when the concentration of certain stone-forming substances in your urine becomes so high they start to crystallize. Eventually, these crystals can grow into pebble-sized rocks that block the flow of urine, causing severe pain that tends to radiate from one side of the lower back toward the groin. Kidney stones can pass naturally (and often painfully), but some become so large that they have to be removed surgically.
","Michael Greger,
",How Not to Die: Discover the Foods Scientifically Proven to Prevent and Reverse Disease
"In 2012, the American Dietetic Association changed its name to the Academy of Nutrition and Dietetics but didnt appear to change its policies. It continues to take millions of dollars every year from processed junk food, meat, dairy, soda, and candy bar companies. In return, the academy lets them offer official educational seminars to teach dietitians what to say to their clients.64
","Michael Greger,
",How Not to Die: Discover the Foods Scientifically Proven to Prevent and Reverse Disease
"Enter Dr. Walter Kempner and his rice-and-fruit diet. Without drugs, he brought patients with eye-popping blood pressures like 240/150 down to 105/80 with dietary changes alone.
","Michael Greger,
",How Not to Die: Discover the Foods Scientifically Proven to Prevent and Reverse Disease
"The poultry industry commonly injects chicken carcasses with salt water to artificially inflate their weight, yet they can still be labelled 100 percent natural. Consumer Reports found that some supermarket chickens were pumped so full of salt that they registered a whopping 840 mg of sodium per servingthat could mean more than a full days worth of sodium in just one chicken breast.
","Michael Greger,
",How Not to Die: Discover the Foods Scientifically Proven to Prevent and Reverse Disease
"According to the American Lung Association, smoking tobacco contributes to up to 90 percent of all lung cancer deaths. Men who smoke are twenty-three times more likely and women thirteen times more likely to develop lung cancer than nonsmokers. And smokers arent just harming themselves; thousands of deaths each year have been attributed to secondhand smoke. Nonsmokers have a 2030 percent higher risk of developing lung cancer if theyre regularly exposed to cigarette smoke.3
","Michael Greger,
",How Not to Die: Discover the Foods Scientifically Proven to Prevent and Reverse Disease
"Though the majority of lung cancer is attributed to smoking, approximately a quarter of all cases occur in people whove never smoked.21 Although some of these cases are due to secondhand smoke, another contributing cause may be another potentially carcinogenic plume: fumes from frying.
","Michael Greger,
",How Not to Die: Discover the Foods Scientifically Proven to Prevent and Reverse Disease
"Chemopreventive agents can be classified into different subgroups based on which stage of cancer development they help to fight: Carcinogen blockers and antioxidants help prevent the initial triggering DNA mutation, and antiproliferatives work by keeping tumors from growing and spreading. Curcumin is special in that it appears to belong to all three groups, meaning it may potentially help prevent and/or arrest cancer cell growth.13
","Michael Greger,
",How Not to Die: Discover the Foods Scientifically Proven to Prevent and Reverse Disease
"But for most of the leading causes of death, the science shows that our genes often account for only 1020 percent of risk at most.15 For instance, as youll see in this book, the rates of killers like heart disease and major cancers differ up to a hundredfold among various populations around the globe. But when people move from low- to high-risk countries, their disease rates almost always change to those of the new environment.
","Michael Greger,
",How Not to Die: Discover the Foods Scientifically Proven to Prevent and Reverse Disease
"Given the right conditions, the body heals itself. If you whack your shin really hard on a coffee table, it can get red, swollen, and painful. But your shin will heal naturally if you just stand back and let your body work its magic. But what if you kept whacking it in the same place three times a daysay, at breakfast, lunch, and dinner? It would never heal. You could go to your doctor and complain that your shin hurts. No problem, he or she might say, whipping out a pad to write you a prescription for painkillers. Youd go back home, still whacking your shin three times a day, but the pain pills would make it feel so much better. Thank heavens for modern medicine!
","Michael Greger,
",How Not To Die: Discover the foods scientifically proven to prevent and reverse disease
"While some of us might be sitting around thinking Nobody cares about me!, our heart is currently working its seventeen-thousandth twenty-four-hour shiftand would have every right to feel a little forgotten when its owner thinks such thoughts.
","Giulia Enders,
",Gut: The Inside Story of Our Body's Most Underrated Organ
"Looking closer at human beings, it becomes clear that each of us is a world of our own. Our forehead is a breezy meadow, our elbows are arid wastelands, our eyes are salty lakes, and our gut is the most amazing giant forest ever, populated by the weirdest of creatures.
","Giulia Enders,
",Gut: The Inside Story of Our Body's Most Underrated Organ
"We humans have known since time immemorial something that science is only now discovering: our gut feeling is responsible in no small measure for how we feel. We are scared shitless or we can be shitting ourselves with fear. If we dont manage to complete a job, we cant get our ass in gear. We swallow our disappointment and need time to digest a defeat. A nasty comment leaves a bad taste in our mouth. When we fall in love, we get butterflies in our stomach. Our self is created in our head and our gutno longer just in language, but increasingly also in the lab.
","Giulia Enders,
",Gut: The Inside Story of Our Body's Most Underrated Organ
"Sweetness is not in itself unhealthy, we simply eat only the most unhealthy kind of sweetness.
","Giulia Enders,
",Gut: The Inside Story of Our Bodys Most Underrated Organ
"More than 95 percent of the worlds bacteria are harmless to humans. Many are extremely beneficial. Disinfectants have no place in a normal household. They are appropriate only if a family member is sick or the dog poops on the carpet.
","Giulia Enders,
",Gut: The Inside Story of Our Body's Most Underrated Organ
"As it happens, the higher the hygiene standards in a country, the higher that nations incidence of allergies and autoimmune diseases. The more sterile a household is, the more its members will suffer from allergies and autoimmune diseases. Thirty years ago, about one person in ten had an allergy; today, that figure is one in three.
","Giulia Enders,
",Gut: The Inside Story of Our Body's Most Under-Rated Organ
"Scientists are cautiously beginning to question the view that the brain is the sole and absolute ruler over the body. The gut not only possesses an unimaginable number of nerves, those nerves are also unimaginably different from those of the rest of the body. The gut commands an entire fleet of signaling substances, nerve-insulation materials, and ways of connecting. There is only one other organ in the body that can compete with the gut for diversitythe brain. The guts network of nerves is called the gut brain because it is just as large and chemically complex as the gray matter in our heads. Were the gut solely responsible for transporting food and producing the occasional burp, such a sophisticated nervous system would be an odd waste of energy. Nobody would create such a neural network just to enable us to break wind. There must be more to it than that.
","Giulia Enders,
",Gut: The Inside Story of Our Body's Most Underrated Organ
"Every day we live and every meal we eat we influence the great microbial organ inside us - for better or for worse.
","Giulia Enders,
",Gut: The Inside Story of Our Bodys Most Underrated Organ
"Those people who post pictures of their dinner on Facebook, only to be disappointed by the lack of likes from friends, are simply trying to appeal to the wrong audience. If there were such a thing as Facebug (Facebook for microbes!), a picture of your dinner would provoke an excited response from millions of usersand shudders of disgust from millions more. The menu changes daily: useful milk digesters contained in a cheese sandwich, armies of Salmonella bacteria hiding in a delicious dish of tiramisu.
","Giulia Enders,
",Gut: The Inside Story of Our Body's Most Underrated Organ
"The gut has not only a remarkable system of nerves to gather all this information, but also a huge surface area. That makes it the bodys largest sensory organ. Eyes, ears, nose, or the skin pale by comparison. The information they gather is received by the conscious mind and used to formulate a response to our environment. They can be seen as lifes parking sensors. The gut, by contrast, is a huge matrix, sensing our inner life and working on the subconscious mind.
","Giulia Enders,
",Gut: The Inside Story of Our Body's Most Underrated Organ
"Saliva is basically filtered blood.
","Giulia Enders,
",Gut: The Inside Story of Our Body's Most Underrated Organ
"Doctors believe that straining too much or too often on the toilet can also seriously increase the risk of varicose veins, a stroke, or defecation syncopefainting on the toilet.
","Giulia Enders,
",Gut: The Inside Story of Our Body's Most Underrated Organ
"Almost nothing influences our gut bacteria as much as the food we eat. Preboiotics are the most powerful tool at our disposal if we want to support our good bacteria - that is, those that are already there and are there to stay.
","Giulia Enders,
",Gut: The Inside Story of Our Bodys Most Underrated Organ
"By preferring cooked food, the body outsources the first part of the digestive process.
","Giulia Enders,
",Gut: The Inside Story of Our Bodys Most Underrated Organ
"Our stomach sits much higher in our abdomen than we think. It begins just below the left nipple and ends below the bottom of the ribcage on the right. Any pain felt farther down than this lopsided little pouch cannot be stomachache. Often, when people say they have stomach problems, the trouble is actually in the gut. The heart and the lungs sit on top of the stomach. This explains why we find it more difficult to breathe deeply after eating a lot.
","Giulia Enders,
",Gut: The Inside Story of Our Body's Most Underrated Organ
"our gut brain possesses the same neural receptors as the brain in our head. So, antidepressants automatically treat both brains.
","Giulia Enders,
",Gut: The Inside Story of Our Body's Most Under-Rated Organ
"globalization and air transport mean that we are now exposed to a previously unheard-of overabundance of fruit. Pineapples from the tropics nestle on our supermarket shelves in the middle of winter, next to fresh strawberries from Mexico, and some dried figs from Morocco. So, what we label a food intolerance may in fact be nothing more than the reaction of a healthy body as it tries to adapt within a single generation to a food situation that was completely unknown during the millions of years of our evolution.
","Giulia Enders,
",Gut: The Inside Story of Our Body's Most Underrated Organ
"The fructose intake of the average American is currently close to 3 ounces (80 grams) a day. Our parents generation, consuming just honey on their toast, far fewer processed foods, and a normal amount of fruit, took in no more than  to 1 ounce (only around 16 to 24 grams) a day.
","Giulia Enders,
",Gut: The Inside Story of Our Body's Most Underrated Organ
"The aim of cleaning, then, should be to reduce bacteria numbersbut not to zero. Even harmful bacteria can be good for us when the immune system uses them for training. A couple of thousand Salmonella bacteria in the kitchen sink are a chance for our immune system to do a little sightseeing. They become dangerous only when they turn up in greater numbers. Bacteria get out of hand when they encounter the perfect conditions: a protected location that is warm and moist with a supply of delicious food.
","Giulia Enders,
",Gut: The Inside Story of Our Bodys Most Underrated Organ
"Silly stress at the office or exam-related anxiety become less threatening when we refuse to let them affect us so personally.
","Giulia Enders,
",Gut: The Inside Story of Our Body's Most Under-Rated Organ
"total, the surface area of our digestive system is about one hundred times greater than the area of our skin.
","Giulia Enders,
",Gut: The Inside Story of Our Body's Most Under-Rated Organ
"Anyone who suffers from anxiety or depression should remember that an unhappy gut can be the cause of an unhappy mind. Sometimes, the gut has a perfect right to be unhappy, if it is dealing with an undetected food intolerance, for example. We should not always blame depression on the brain or on our life circumstances - there is much more to us than that.
","Giulia Enders,
",Gut: The Inside Story of Our Bodys Most Underrated Organ
"So, what we label a food intolerance may in fact be nothing more than the reaction of a healthy body as it tries to adapt within a single generation to a food situation that was completely unknown during the millions of years of our evolution.
","Giulia Enders,
",Gut: The Inside Story of Our Body's Most Under-Rated Organ
"Count Dracula. A genetic defect has been identified in his home country, Romania, that results in symptoms that include a lack of tolerance to garlic, sensitivity to sunlight, and the production of red urine.
","Giulia Enders,
",Gut: The Inside Story of Our Body's Most Underrated Organ
"La salive, c'est du sang filtr, pass au chinois par les glandes salivaires qui retiennent les globules rouges, plus utiles dans nos veines que dans notre bouche.
","Giulia Enders,
",Darm mit Charme. Alles ber ein unterschtztes Organ
"Les antibiotiques ouvrent la porte  des luttes de pouvoir: nous sortons l'artillerie lourde pour lutter contre les bactries, et les bactries ripostent en dveloppant des rsistances encore plus fortes.
","Giulia Enders,
",Darm mit Charme. Alles ber ein unterschtztes Organ
"I'm sometimes shocked by the way scientists huddle behind closed doors to discuss important research results without informing the public about them at all. Academic caution is often preferable to premature publication, but fear can also destroy opportunities.
","Giulia Enders,
",Gut: The Inside Story of Our Bodys Most Underrated Organ
"Simple carbohydrates such as sponge cake, rice, or pasta make it through to the small intestine pretty quickly. There, they are digested and rapidly cause an increase in the levels of sugar in our blood. The doorman detains proteins and fats in the stomach for considerably longer. A piece of steak may easily be churned about for six hours before all of it has disappeared into the small intestine. This explains why we often fancy a sweet dessert after eating meat or fatty, fried foods. Our blood sugar levels are impatient and want to rise quickly, and dessert provides a quick blood sugar fix. Meals rich in carbohydrates may perk us up more quickly, but they do not keep us feeling full for as long as meaty or fatty meals. Small Intestine When the mini-morsels reach the small intestine, the real process of digestion begins. As it passes through this tube, the motley cake mush will almost completely disappear into its wallsa bit like Harry Potter on Platform 9. The small intestine pluckily pounces on the piece of cake. It squeezes it, hashes it up from all sides, wiggles its villi in what we might now call the cake chyme, and when it is thoroughly mixed, moves it on down the digestive line. Under the microscope we can see that even the microvilli help it along! They move up and down like tiny trampling feet.
","Giulia Enders,
",Gut: The Inside Story of Our Body's Most Underrated Organ
"So far, very few treatments have been scientifically proven to be effective. One of those is hypnotherapy. Really good psychotherapy is like physiotherapy for the nerves. It eases tensions, and teaches us how to move in a more healthy way  at the neural level. Because
","Giulia Enders,
",Gut: The Inside Story of Our Body's Most Under-Rated Organ
"Mindful yogurt manufacturers often use bacteria that produce more dextrorotatory (right-turning) than levorotatory (left-turning) lactic acids. Molecules of the two kinds of lactic acid are mirror images of each other. Feeding the human digestive system with levorotatory lactic acid molecules is like giving a left-handed pair of scissors to a right-handed person: theyre hard to handle. That is why it is a good idea to pick yogurt from the supermarket shelves that states on the container: Contains mainly dextrorotatory [or right-turning] lactic acid.
","Giulia Enders,
",Gut: The Inside Story of Our Body's Most Underrated Organ
"Most brown bread is merely white bread with a fake tan.
","Joel Fuhrman,
",Eat to Live: The Revolutionary Formula for Fast and Sustained Weight Loss
"Today the link between animal products and many different diseases is as strongly supported in the scientific literature as the link between cigarette smoking and lung cancer.
","Joel Fuhrman,
",Eat to Live: The Revolutionary Formula for Fast and Sustained Weight Loss
"Studies continue to provide evidence that more than any other food, fruit is associated with lowered mortality from all cancers combined.
","Joel Fuhrman,
",Eat to Live: The Revolutionary Formula for Fast and Sustained Weight Loss
